August 2026 sales · order detail (WMS export),,,,
Date,Order no.,SKU,Quantity,Customer
01-Aug-26,ORD-100429,SKU-GAR-0111,5,Inkafarma Comas Pharmacy
01/08/2026,ORD-100429,SKU-FRO-0272,6,Happy Pet Store
01/08/2026,ORD-100429,SKU-BEA-0177,5,El Tornillo Hardware
01-Aug-26,ORD-100430,SKU-PET-0087,1,Inkafarma Comas Pharmacy
01-Aug-26,ORD-100431,SKU-BEV-0180,15,Lince Vet Center
01/08/2026,ORD-100431,SKU-BEA-0142,12,La Lucha Restaurant
2026-08-01,ORD-100432,SKU-SNA-0244,3,Inkafarma Comas Pharmacy
01-Aug-26,ORD-100432,SKU-HOM-0013,9,Lucero Minimarket
01-Aug-26,ORD-100433,SKU-HOM-0020,3,La Lucha Restaurant
01/08/2026,ORD-100434,SKU OFF 0257,9,Lince Vet Center
2026-08-01,ORD-100435,SKU-PET-0017,1,Delta Construction
01-Aug-26,ORD-100435,SKU-OFF-0074,18,Lince Vet Center
01/08/2026,ORD-100436,SKU-OFF-0228,21,Delta Construction
01-Aug-26,ORD-100436,SKU-CLE-0108,11,San Martin Corner Store
01-Aug-26,ORD-100436,SKU-DAI-0164,3,Wong North Supermarkets
01/08/2026,ORD-100437,SKU-FRO-0238,9,San Martin Corner Store
2026-08-01,ORD-100438,SKU-SNA-0100,9,San Martin Corner Store
2026-08-01,ORD-100438,SKU-DAI-0003,10,Delta Construction
01/08/2026,ORD-100439,SKU-FRO-0288,4,Andean Group Offices
01/08/2026,ORD-100439,SKU-GAR-0113,18,San Martin Corner Store
2026-08-01,ORD-100440,SKU-DAI-0082,4,Andean Group Offices
01-Aug-26,ORD-100441,SKU-DAI-0082,4,San Martin Corner Store
01/08/2026,ORD-100441,SKU-HAR-0254,24,Lucero Minimarket
01/08/2026,ORD-100443,SKU HAR 0266,9,San Martin Corner Store
01/08/2026,ORD-100443,SKU-DAI-0123,4,El Tornillo Hardware
01/08/2026,ORD-100444,SKU-HOM-0316,2,Inkafarma Comas Pharmacy
01/08/2026,ORD-100444,SKU-TOO-0216,4,Delta Construction
2026-08-01,ORD-100444,sku-dai-0169,2,Wong North Supermarkets
2026-08-01,ORD-100445,SKU-HOM-0316,9,Inkafarma Comas Pharmacy
2026-08-01,ORD-100445,SKU-SNA-0199,4,La Lucha Restaurant
2026-08-01,ORD-100446,SKU-TOO-0221,4,Andean Group Offices
01/08/2026,ORD-100446,SKU-BEV-0311,21,Lucero Minimarket
02/08/2026,ORD-100448,SKU-DAI-0169,14,San Martin Corner Store
2026-08-02,ORD-100449,SKU-DAI-0070,12,Happy Pet Store
2026-08-02,ORD-100449,SKU-FRO-0238,1,Lince Vet Center
2026-08-02,ORD-100450, SKU-BEA-0094,1,Andean Group Offices
02-Aug-26,ORD-100450,SKU-DAI-0164,6,San Martin Corner Store
02-Aug-26,ORD-100451,SKU-BEV-0174,3,Lucero Minimarket
2026-08-02,ORD-100452,SKU-HOM-0289,2,Happy Pet Store
02/08/2026,ORD-100453,SKU-BEV-0118,6,La Lucha Restaurant
02/08/2026,ORD-100454,SKU-DAI-0072,6,Happy Pet Store
2026-08-02,ORD-100454,SKU-FRO-0278,5,Lucero Minimarket
2026-08-02,ORD-100455,sku-bev-0242,28,Happy Pet Store
02/08/2026,ORD-100455,SKU-OFF-0257,10,Inkafarma Comas Pharmacy
2026-08-02,ORD-100457,SKU-BEV-0174,3,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100458,SKU-OFF-0249,7,San Martin Corner Store
2026-08-02,ORD-100458,SKU-SNA-0223,5,Andean Group Offices
02-Aug-26,ORD-100459,SKU-OFF-0225,17,Andean Group Offices
02/08/2026,ORD-100459,SKU-FRO-0196,11,Inkafarma Comas Pharmacy
02/08/2026,ORD-100460,SKU-DAI-0184,6,Andean Group Offices
02-Aug-26,ORD-100461,sku-fro-0196,5,Happy Pet Store
2026-08-02,ORD-100462,SKU-DAI-0082,7,Lucero Minimarket
02-Aug-26,ORD-100462,SKU-GAR-0021,5,Delta Construction
2026-08-02,ORD-100462,SKU-BEA-0019,4,Delta Construction
02/08/2026,ORD-100463,SKU-DAI-0070,3,Andean Group Offices
02/08/2026,ORD-100463,SKU-PET-0146,2,Delta Construction
2026-08-02,ORD-100464,SKU-HAR-0266,13,Inkafarma Comas Pharmacy
2026-08-02,ORD-100465,SKU-FRO-0114,11,Happy Pet Store
02/08/2026,ORD-100465,SKU-BEV-0202,3,Happy Pet Store
02/08/2026,ORD-100466,SKU-TOO-0080,6,El Tornillo Hardware
02-Aug-26,ORD-100466,SKU-DAI-0072,10,Lince Vet Center
2026-08-02,ORD-100467,SKU-OFF-0074,17,Wong North Supermarkets
02/08/2026,ORD-100467,SKU-PET-0102,1,Lucero Minimarket
2026-08-02,ORD-100468,SKU-HOM-0015,7,La Lucha Restaurant
02-Aug-26,ORD-100468,SKU-OFF-0043,8,Happy Pet Store
2026-08-02,ORD-100469,SKU-DAI-0313,24,Wong North Supermarkets
2026-08-02,ORD-100469, SKU-OFF-0228,7,El Tornillo Hardware
02-Aug-26,ORD-100470,SKU-DAI-0072,10,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100471,SKU-FRO-0238,12,Lucero Minimarket
2026-08-02,ORD-100471,SKU-HOM-0204,11,Lucero Minimarket
02/08/2026,ORD-100472,SKU-GAR-0153,17,Andean Group Offices
02-Aug-26,ORD-100473,SKU-SNA-0100,1,La Lucha Restaurant
02-Aug-26,ORD-100473,SKU-CLE-0240,12,Inkafarma Comas Pharmacy
02/08/2026,ORD-100473,SKU-DAI-0082,6,Inkafarma Comas Pharmacy
2026-08-02,ORD-100474,SKU-SNA-0199,4,La Lucha Restaurant
2026-08-02,ORD-100474,SKU-BEA-0177,6,Delta Construction
02-Aug-26,ORD-100474,SKU-SNA-0233,4,Happy Pet Store
2026-08-02,ORD-100475,SKU-BEA-0215,15,Wong North Supermarkets
02-Aug-26,ORD-100475,SKU-BEV-0084,14,Wong North Supermarkets
2026-08-02,ORD-100475,SKU-OFF-0010,5,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100476,SKU-BEA-0142,4,La Lucha Restaurant
2026-08-02,ORD-100476,SKU-HOM-0204,11,Lince Vet Center
02-Aug-26,ORD-100477,SKU-HAR-0309,2,Delta Construction
02/08/2026,ORD-100478,sku-sna-0057,11,El Tornillo Hardware
02-Aug-26,ORD-100478,SKU-TOO-0279,6,Andean Group Offices
02/08/2026,ORD-100479,SKU-GAR-0195,9,Delta Construction
2026-08-02,ORD-100479,SKU-BEA-0163,5,Lince Vet Center
02/08/2026,ORD-100480,SKU-BEA-0215,4,Lince Vet Center
2026-08-02,ORD-100480,SKU-FRO-0278,1,San Martin Corner Store
02-Aug-26,ORD-100480,sku-gar-0078,7,Lince Vet Center
02/08/2026,ORD-100481,SKU-BEV-0219,1,Lince Vet Center
02-Aug-26,ORD-100481,SKU-SNA-0030,9,La Lucha Restaurant
02-Aug-26,ORD-100482,SKU-PET-0155,16,Inkafarma Comas Pharmacy
2026-08-02,ORD-100483,SKU-DAI-0164,2,Lince Vet Center
02-Aug-26,ORD-100484,SKU-PET-0076,6,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100484,SKU-BEV-0033,2,Happy Pet Store
02-Aug-26,ORD-100485,SKU-BEA-0126,6,Wong North Supermarkets
2026-08-02,ORD-100485,SKU-SNA-0057,13,El Tornillo Hardware
02-Aug-26,ORD-100485,SKU-TOO-0216,21,Wong North Supermarkets
02-Aug-26,ORD-100486,SKU-DAI-0313,2,La Lucha Restaurant
2026-08-02,ORD-100486,SKU-BEA-0034,22,Wong North Supermarkets
02-Aug-26,ORD-100487,SKU-FRO-0136,7,Happy Pet Store
02/08/2026,ORD-100487,SKU-BEA-0193,6,Happy Pet Store
02-Aug-26,ORD-100488,SKU-SNA-0233,2,Delta Construction
02-Aug-26,ORD-100488,SKU-TOO-0067,5,Wong North Supermarkets
2026-08-02,ORD-100489,SKU-SNA-0298,12,La Lucha Restaurant
02/08/2026,ORD-100489,SKU-DAI-0313,22,Lucero Minimarket
02/08/2026,ORD-100490,SKU-FRO-0296,11,Lucero Minimarket
02-Aug-26,ORD-100490,SKU-HAR-0285,14,Andean Group Offices
2026-08-02,ORD-100491,SKU-FRO-0272,1,Lince Vet Center
2026-08-02,ORD-100491,SKU-SNA-0171,22,Lucero Minimarket
02/08/2026,ORD-100492,SKU-PET-0102,4,Happy Pet Store
02/08/2026,ORD-100493,SKU-DAI-0070,8,Andean Group Offices
02-Aug-26,ORD-100493,SKU-PET-0155,26,Lucero Minimarket
02-Aug-26,ORD-100493,SKU-PET-0227,5,Delta Construction
02/08/2026,ORD-100494,SKU-BEV-0219,9,Wong North Supermarkets
2026-08-02,ORD-100494,SKU-SNA-0188,11,Lince Vet Center
02-Aug-26,ORD-100494,SKU-FRO-0213,6,San Martin Corner Store
02/08/2026,ORD-100495,SKU-DAI-0072,13,Lince Vet Center
02-Aug-26,ORD-100495,SKU-OFF-0225,8,Happy Pet Store
02/08/2026,ORD-100496,SKU-BEA-0215,11,Wong North Supermarkets
02/08/2026,ORD-100496,SKU-DAI-0123,8,Lince Vet Center
02-Aug-26,ORD-100497,SKU-BEA-0264,7,Happy Pet Store
02-Aug-26,ORD-100497,SKU-HAR-0237,9,Lucero Minimarket
2026-08-02,ORD-100498,SKU-GAR-0287,2,Happy Pet Store
02-Aug-26,ORD-100498,SKU-PET-0099,2,Wong North Supermarkets
02-Aug-26,ORD-100499,SKU-PET-0076,3,Delta Construction
2026-08-02,ORD-100499,SKU PET 0318,8,La Lucha Restaurant
2026-08-02,ORD-100500,SKU-TOO-0279,8,Andean Group Offices
2026-08-02,ORD-100501,SKU-CLE-0018,15,Lince Vet Center
02-Aug-26,ORD-100502,SKU-DAI-0184,7,La Lucha Restaurant
02-Aug-26,ORD-100502,SKU-PET-0227,2,Happy Pet Store
02-Aug-26,ORD-100502,SKU-OFF-0236,9,Delta Construction
02/08/2026,ORD-100503,SKU-BEA-0006,17,Lucero Minimarket
02-Aug-26,ORD-100503,SKU-BEV-0058,8,Lucero Minimarket
02-Aug-26,ORD-100503,SKU-FRO-0278,12,Happy Pet Store
2026-08-02,ORD-100504,SKU-OFF-0249,1,Happy Pet Store
2026-08-02,ORD-100504,SKU BEV 0180,17,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100505,SKU-FRO-0132,10,Inkafarma Comas Pharmacy
02/08/2026,ORD-100506,SKU-FRO-0090,10,Lince Vet Center
2026-08-02,ORD-100506,SKU-OFF-0228,23,Lince Vet Center
02/08/2026,ORD-100506,SKU-CLE-0282,8,Lince Vet Center
2026-08-02,ORD-100507,SKU-TOO-0216,25,Happy Pet Store
2026-08-02,ORD-100509,SKU-BEA-0163,3,Inkafarma Comas Pharmacy
02/08/2026,ORD-100509,SKU-FRO-0213,19,Lucero Minimarket
2026-08-02,ORD-100510,SKU-CLE-0299,18,Lince Vet Center
02/08/2026,ORD-100510,SKU-PET-0227,1,Delta Construction
2026-08-02,ORD-100511,SKU-SNA-0057,1,Happy Pet Store
2026-08-02,ORD-100511,SKU-CLE-0041,4,El Tornillo Hardware
02/08/2026,ORD-100512,SKU-TOO-0122,12,Wong North Supermarkets
02/08/2026,ORD-100512,SKU-GAR-0120,11,Delta Construction
2026-08-02,ORD-100513,SKU-CLE-0248,4,Lucero Minimarket
02-Aug-26,ORD-100513,SKU-DAI-0164,4,Wong North Supermarkets
02/08/2026,ORD-100513,SKU-BEA-0019,7,Delta Construction
02-Aug-26,ORD-100514,SKU-GAR-0195,17,El Tornillo Hardware
02/08/2026,ORD-100514,SKU-OFF-0010,4,El Tornillo Hardware
2026-08-02,ORD-100515,SKU-PET-0076,12,San Martin Corner Store
02/08/2026,ORD-100515,SKU-OFF-0007,6,Happy Pet Store
02-Aug-26,ORD-100516,SKU-FRO-0203,29,Andean Group Offices
02-Aug-26,ORD-100516,SKU-BEV-0311,9,Wong North Supermarkets
02-Aug-26,ORD-100516,SKU-FRO-0296,19,Andean Group Offices
02-Aug-26,ORD-100517,SKU-DAI-0072,12,Wong North Supermarkets
02-Aug-26,ORD-100518,SKU-SNA-0233,6,Wong North Supermarkets
02/08/2026,ORD-100518,SKU-CLE-0061,11,Delta Construction
02/08/2026,ORD-100519,SKU-OFF-0228,8,Wong North Supermarkets
2026-08-02,ORD-100520,SKU-TOO-0080,4,La Lucha Restaurant
02-Aug-26,ORD-100522,SKU-DAI-0070,8,Happy Pet Store
02-Aug-26,ORD-100522,SKU-HAR-0266,19,El Tornillo Hardware
02-Aug-26,ORD-100523,SKU-OFF-0225,8,San Martin Corner Store
02/08/2026,ORD-100524,SKU-DAI-0313,20,Lucero Minimarket
02/08/2026,ORD-100524,SKU-GAR-0111,7,Inkafarma Comas Pharmacy
2026-08-02,ORD-100524,SKU-BEA-0312,17,Delta Construction
02/08/2026,ORD-100525,SKU-OFF-0259,6,Happy Pet Store
02/08/2026,ORD-100525,SKU-OFF-0140,15,San Martin Corner Store
02/08/2026,ORD-100525,SKU-DAI-0070,4,El Tornillo Hardware
02-Aug-26,ORD-100526,SKU-HAR-0309,5,Lince Vet Center
02-Aug-26,ORD-100526,SKU-DAI-0003,14,Inkafarma Comas Pharmacy
2026-08-02,ORD-100527,SKU-GAR-0157,20,Andean Group Offices
02-Aug-26,ORD-100527,SKU-OFF-0043,13,El Tornillo Hardware
2026-08-02,ORD-100528,SKU-CLE-0141,4,Delta Construction
02-Aug-26,ORD-100528,SKU-FRO-0261,4,Lince Vet Center
02-Aug-26,ORD-100528,SKU-DAI-0184,14,Andean Group Offices
02/08/2026,ORD-100529,SKU-DAI-0123,5,Delta Construction
2026-08-02,ORD-100529,SKU-HOM-0204,4,Andean Group Offices
02-Aug-26,ORD-100530,SKU-BEV-0005,3,Happy Pet Store
02/08/2026,ORD-100530,SKU-BEA-0126,9,San Martin Corner Store
2026-08-02,ORD-100531,SKU-HAR-0285,26,San Martin Corner Store
2026-08-02,ORD-100531,SKU-PET-0017,4,Andean Group Offices
2026-08-02,ORD-100531,SKU-FRO-0288,1,La Lucha Restaurant
02/08/2026,ORD-100532,SKU-SNA-0199,6,El Tornillo Hardware
02/08/2026,ORD-100532,SKU-PET-0318,1,La Lucha Restaurant
02/08/2026,ORD-100533,SKU-DAI-0082,5,San Martin Corner Store
2026-08-02,ORD-100533,SKU-BEA-0148,4,Delta Construction
02-Aug-26,ORD-100534,SKU-OFF-0010,8,El Tornillo Hardware
02-Aug-26,ORD-100535,SKU-BEV-0033,2,Lince Vet Center
02-Aug-26,ORD-100535,SKU-DAI-0072,18,Andean Group Offices
02/08/2026,ORD-100535,SKU-TOO-0125,11,Lucero Minimarket
2026-08-02,ORD-100536,SKU-DAI-0184,1,Wong North Supermarkets
2026-08-02,ORD-100536,SKU-PET-0173,6,Happy Pet Store
2026-08-02,ORD-100536,SKU-SNA-0171,18,Lucero Minimarket
02/08/2026,ORD-100537,SKU-PET-0173,5,Happy Pet Store
02/08/2026,ORD-100538,SKU-BEV-0242,13,Happy Pet Store
02/08/2026,ORD-100538,SKU-FRO-0109,4,Happy Pet Store
02-Aug-26,ORD-100539,SKU-BEA-0045,20,La Lucha Restaurant
2026-08-02,ORD-100539,SKU-FRO-0132,12,Wong North Supermarkets
02-Aug-26,ORD-100540,SKU-DAI-0184,5,El Tornillo Hardware
2026-08-02,ORD-100540,SKU DAI 0123,2,Happy Pet Store
2026-08-02,ORD-100541,SKU-SNA-0199,4,Lince Vet Center
02/08/2026,ORD-100541,SKU-OFF-0259,14,Andean Group Offices
02-Aug-26,ORD-100542,SKU-TOO-0125,11,Andean Group Offices
2026-08-02,ORD-100542,SKU-FRO-0014,10,El Tornillo Hardware
02/08/2026,ORD-100543,SKU-PET-0318,12,Delta Construction
2026-08-02,ORD-100543,SKU-PET-0304,8,Happy Pet Store
02/08/2026,ORD-100543,SKU-TOO-0049,14,Happy Pet Store
2026-08-02,ORD-100544,SKU-TOO-0069,5,La Lucha Restaurant
02/08/2026,ORD-100544,SKU-BEA-0096,9,Happy Pet Store
02/08/2026,ORD-100546,SKU-CLE-0248,4,Delta Construction
2026-08-02,ORD-100546,SKU-BEA-0019,4,Wong North Supermarkets
2026-08-02,ORD-100547,SKU-DAI-0164,2,San Martin Corner Store
2026-08-02,ORD-100547,SKU-GAR-0195,2,Andean Group Offices
02-Aug-26,ORD-100547,SKU-FRO-0014,2,Andean Group Offices
02/08/2026,ORD-100548,SKU SNA 0171,22,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100548,SKU-HOM-0112,8,Inkafarma Comas Pharmacy
2026-08-02,ORD-100548,SKU-BEA-0264,3,San Martin Corner Store
2026-08-02,ORD-100549,SKU-HOM-0065,12,Delta Construction
2026-08-02,ORD-100549,SKU-DAI-0123,1,La Lucha Restaurant
02/08/2026,ORD-100549,SKU-DAI-0313,2,Happy Pet Store
2026-08-02,ORD-100550,SKU-PET-0106,11,Delta Construction
02-Aug-26,ORD-100550,SKU-CLE-0061,3,El Tornillo Hardware
2026-08-02,ORD-100551,SKU-TOO-0216,7,San Martin Corner Store
02/08/2026,ORD-100551,SKU-GAR-0287,1,Happy Pet Store
2026-08-02,ORD-100551,SKU-PET-0106,9,Delta Construction
2026-08-02,ORD-100552,SKU-FRO-0132,14,San Martin Corner Store
2026-08-02,ORD-100553,SKU-DAI-0164,4,Happy Pet Store
02/08/2026,ORD-100553,SKU-HAR-0266,16,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100553,SKU-CLE-0248,8,San Martin Corner Store
02/08/2026,ORD-100554,SKU-BEA-0019,6,El Tornillo Hardware
2026-08-02,ORD-100555,SKU-BEA-0148,4,Inkafarma Comas Pharmacy
2026-08-02,ORD-100555,SKU-PET-0318,18,Happy Pet Store
2026-08-02,ORD-100556,SKU-BEV-0037,9,Wong North Supermarkets
02/08/2026,ORD-100556,SKU-BEA-0291,9,Andean Group Offices
02/08/2026,ORD-100556,SKU-HOM-0289,4,Delta Construction
2026-08-02,ORD-100557,SKU-BEA-0291,4,Wong North Supermarkets
02-Aug-26,ORD-100557,SKU-GAR-0078,4,Lince Vet Center
02/08/2026,ORD-100557,SKU-BEV-0176,10,San Martin Corner Store
02-Aug-26,ORD-100558,SKU-FRO-0213,10,Lucero Minimarket
02/08/2026,ORD-100559,SKU-BEA-0308,15,Inkafarma Comas Pharmacy
2026-08-02,ORD-100559,SKU-CLE-0139,10,San Martin Corner Store
2026-08-02,ORD-100559,SKU-OFF-0074,10,La Lucha Restaurant
02/08/2026,ORD-100560,SKU-FRO-0278,5,Lucero Minimarket
2026-08-02,ORD-100561,SKU-PET-0227,6,Wong North Supermarkets
2026-08-02,ORD-100561,SKU-FRO-0085,4,Lince Vet Center
02-Aug-26,ORD-100561,SKU-DAI-0184,6,El Tornillo Hardware
02-Aug-26,ORD-100562,SKU-SNA-0100,17,Lince Vet Center
02-Aug-26,ORD-100562,SKU-HOM-0204,16,Delta Construction
02-Aug-26,ORD-100563,SKU-SNA-0097,4,Happy Pet Store
02/08/2026,ORD-100563,SKU-BEV-0037,2,Lucero Minimarket
02/08/2026,ORD-100564,SKU-BEA-0126,6,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100565,SKU-TOO-0200,15,Andean Group Offices
02/08/2026,ORD-100565,sku-fro-0288,4,Inkafarma Comas Pharmacy
02/08/2026,ORD-100565,SKU-DAI-0003,7,El Tornillo Hardware
02-Aug-26,ORD-100566,SKU-CLE-0108,7,Happy Pet Store
2026-08-02,ORD-100566,SKU-DAI-0184,2,La Lucha Restaurant
02-Aug-26,ORD-100567,SKU-FRO-0014,4,Lucero Minimarket
02/08/2026,ORD-100567,SKU-TOO-0216,2,San Martin Corner Store
02-Aug-26,ORD-100567,SKU PET 0227,6,El Tornillo Hardware
02/08/2026,ORD-100568,SKU-FRO-0114,14,Delta Construction
02/08/2026,ORD-100568,SKU-PET-0040,13,Happy Pet Store
02/08/2026,ORD-100568,SKU-FRO-0272,13,San Martin Corner Store
2026-08-02,ORD-100569,SKU-PET-0040,15,El Tornillo Hardware
2026-08-02,ORD-100569,SKU-FRO-0288,1,La Lucha Restaurant
02/08/2026,ORD-100570,SKU-CLE-0282,4,Wong North Supermarkets
02-Aug-26,ORD-100571,SKU-DAI-0123,4,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100571,SKU-FRO-0014,4,Wong North Supermarkets
2026-08-02,ORD-100572,SKU-BEV-0219,11,San Martin Corner Store
2026-08-02,ORD-100573,SKU-BEA-0006,25,Lucero Minimarket
2026-08-02,ORD-100573,SKU-TOO-0295,15,Delta Construction
02/08/2026,ORD-100574,SKU-SNA-0188,16,Inkafarma Comas Pharmacy
02/08/2026,ORD-100574,SKU-PET-0155,3,La Lucha Restaurant
02/08/2026,ORD-100574,SKU-BEV-0202,1,Happy Pet Store
02/08/2026,ORD-100575,SKU-BEV-0162,10,San Martin Corner Store
02-Aug-26,ORD-100575,SKU-FRO-0014,7,Happy Pet Store
02/08/2026,ORD-100575,SKU-PET-0318,17,El Tornillo Hardware
02-Aug-26,ORD-100576,SKU-BEV-0311,22,Happy Pet Store
02/08/2026,ORD-100576,SKU-DAI-0070,14,El Tornillo Hardware
2026-08-02,ORD-100577,SKU-BEA-0191,3,Delta Construction
2026-08-02,ORD-100577,SKU-BEV-0037,8,La Lucha Restaurant
02-Aug-26,ORD-100578,SKU-FRO-0196,2,El Tornillo Hardware
02/08/2026,ORD-100578,SKU-BEV-0150,13,El Tornillo Hardware
2026-08-02,ORD-100578,SKU-DAI-0164,1,Andean Group Offices
2026-08-02,ORD-100579,SKU-TOO-0216,4,El Tornillo Hardware
2026-08-02,ORD-100580,SKU-OFF-0259,26,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100580,SKU-SNA-0292,4,El Tornillo Hardware
02-Aug-26,ORD-100581,SKU-DAI-0303,4,San Martin Corner Store
02-Aug-26,ORD-100581,SKU-TOO-0056,6,Lince Vet Center
02/08/2026,ORD-100582,SKU-OFF-0249,1,Lucero Minimarket
02/08/2026,ORD-100582,SKU-BEV-0037,5,Happy Pet Store
02/08/2026,ORD-100583,SKU-HOM-0316,9,Andean Group Offices
02/08/2026,ORD-100583,SKU-BEA-0144,15,Inkafarma Comas Pharmacy
02/08/2026,ORD-100585,SKU-FRO-0179,5,La Lucha Restaurant
2026-08-02,ORD-100585,SKU-FRO-0132,17,Wong North Supermarkets
2026-08-02,ORD-100586,SKU-OFF-0249,10,Wong North Supermarkets
02/08/2026,ORD-100586,SKU-SNA-0199,8,Andean Group Offices
2026-08-02,ORD-100588,SKU-CLE-0061,15,La Lucha Restaurant
02-Aug-26,ORD-100589,SKU-TOO-0210,1,San Martin Corner Store
02-Aug-26,ORD-100589,SKU-OFF-0283,7,Lince Vet Center
2026-08-02,ORD-100590,SKU-HAR-0237,14,Wong North Supermarkets
2026-08-02,ORD-100591,SKU-FRO-0238,16,La Lucha Restaurant
02/08/2026,ORD-100592,SKU-GAR-0287,3,Delta Construction
02-Aug-26,ORD-100592,SKU-FRO-0109,6,Happy Pet Store
02/08/2026,ORD-100593,SKU-BEA-0119,4,Wong North Supermarkets
02/08/2026,ORD-100594,SKU-TOO-0125,11,Delta Construction
02-Aug-26,ORD-100594,SKU-DAI-0184,7,Lince Vet Center
2026-08-02,ORD-100595,SKU-BEA-0045,5,La Lucha Restaurant
02-Aug-26,ORD-100595,SKU-BEA-0119,26,Lince Vet Center
02/08/2026,ORD-100596,SKU-FRO-0296,13,San Martin Corner Store
2026-08-02,ORD-100597,SKU-BEA-0045,12,Inkafarma Comas Pharmacy
2026-08-02,ORD-100597,SKU-DAI-0169,1,Lince Vet Center
02-Aug-26,ORD-100598,SKU-HAR-0237,3,Delta Construction
2026-08-02,ORD-100599,SKU-HOM-0204,12,Andean Group Offices
02/08/2026,ORD-100599,SKU-FRO-0203,24,La Lucha Restaurant
02-Aug-26,ORD-100600,SKU-FRO-0136,3,La Lucha Restaurant
02-Aug-26,ORD-100600,SKU-DAI-0313,13,San Martin Corner Store
02/08/2026,ORD-100601,SKU-HOM-0316,4,Lucero Minimarket
02-Aug-26,ORD-100601,SKU-OFF-0140,1,El Tornillo Hardware
2026-08-02,ORD-100601,SKU-SNA-0292,10,La Lucha Restaurant
02/08/2026,ORD-100602,SKU-PET-0027,8,El Tornillo Hardware
02-Aug-26,ORD-100603,SKU-PET-0318,9,Lucero Minimarket
02-Aug-26,ORD-100604,SKU-BEV-0180,3,Delta Construction
02-Aug-26,ORD-100604,SKU-BEV-0118,1,La Lucha Restaurant
02/08/2026,ORD-100604,SKU-TOO-0122,8,Lince Vet Center
02-Aug-26,ORD-100605,SKU-GAR-0229,3,Lince Vet Center
2026-08-02,ORD-100605,sku-sna-0171,5,La Lucha Restaurant
2026-08-02,ORD-100605,SKU-PET-0227,5,La Lucha Restaurant
02/08/2026,ORD-100607,SKU-PET-0217,7,Delta Construction
2026-08-02,ORD-100608,SKU-TOO-0279,12,Happy Pet Store
02-Aug-26,ORD-100609,SKU-HAR-0266,8,San Martin Corner Store
02/08/2026,ORD-100609,SKU-FRO-0179,9,Lucero Minimarket
2026-08-02,ORD-100610,SKU-GAR-0021,7,La Lucha Restaurant
02-Aug-26,ORD-100610,SKU-PET-0106,7,Inkafarma Comas Pharmacy
02/08/2026,ORD-100611,SKU-FRO-0261,2,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100611,SKU-HOM-0204,14,El Tornillo Hardware
02-Aug-26,ORD-100611,SKU-DAI-0070,7,Lince Vet Center
02-Aug-26,ORD-100612,SKU-DAI-0070,9,Delta Construction
2026-08-02,ORD-100612,SKU-BEV-0242,22,Lince Vet Center
02/08/2026,ORD-100612,SKU-DAI-0070,3,Lucero Minimarket
2026-08-02,ORD-100613,SKU-BEV-0180,17,Happy Pet Store
02-Aug-26,ORD-100613,SKU-FRO-0220,7,El Tornillo Hardware
02-Aug-26,ORD-100614,SKU-HOM-0286,6,La Lucha Restaurant
02/08/2026,ORD-100614,SKU-TOO-0080,6,Wong North Supermarkets
02-Aug-26,ORD-100614,SKU-PET-0173,9,Lince Vet Center
2026-08-02,ORD-100615,SKU-CLE-0141,17,Happy Pet Store
2026-08-02,ORD-100616,SKU-DAI-0072,7,Lince Vet Center
02/08/2026,ORD-100617,SKU-OFF-0257,10,Inkafarma Comas Pharmacy
2026-08-02,ORD-100618,SKU-OFF-0010,5,El Tornillo Hardware
2026-08-02,ORD-100618,SKU-DAI-0303,3,Delta Construction
2026-08-02,ORD-100619,SKU-PET-0155,1,Delta Construction
02-Aug-26,ORD-100619,SKU-TOO-0069,6,Lince Vet Center
02-Aug-26,ORD-100619,SKU-FRO-0213,18,Lince Vet Center
2026-08-02,ORD-100621,SKU-BEA-0308,5,San Martin Corner Store
02-Aug-26,ORD-100621,SKU-DAI-0303,4,El Tornillo Hardware
2026-08-02,ORD-100622,SKU-FRO-0238,1,San Martin Corner Store
2026-08-02,ORD-100622,SKU-DAI-0303,2,Andean Group Offices
02/08/2026,ORD-100623,SKU-CLE-0276,10,El Tornillo Hardware
02-Aug-26,ORD-100623,SKU-GAR-0287,1,Delta Construction
02/08/2026,ORD-100623,SKU-CLE-0263,12,Lucero Minimarket
2026-08-02,ORD-100624,SKU-HOM-0316,7,Inkafarma Comas Pharmacy
02-Aug-26,ORD-100625,SKU-SNA-0030,18,San Martin Corner Store
02-Aug-26,ORD-100626,SKU-FRO-0179,8,Delta Construction
02/08/2026,ORD-100626,SKU-PET-0106,9,Delta Construction
02-Aug-26,ORD-100626,SKU PET 0017,4,Happy Pet Store
02/08/2026,ORD-100627,SKU-FRO-0109,1,Lucero Minimarket
2026-08-02,ORD-100628,SKU-HOM-0020,5,Wong North Supermarkets
